channel_name,platform,channelId,channel_url,cohort_type,primary_category,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,is_general_game,gg_reason,is_virtual,virtual_basis,total_stream_hours,peak_viewers,avg_viewers,viewership,follower_count,peak_max,peak_p95,peak_median,peak_recent_median,peak_recent_p95,avg_median,avg_recent_median,ts_weeks_total,ts_weeks_active,ts_weeks_recent_active,within_band_by_max,within_band_by_p95,within_band_by_median,within_band_by_recent_median,within_band_by_recent_p95,peak_to_followers,avg_to_followers,viewership_per_hour,peak_avg_ratio,max_weekly_airtime,is_inactive,is_too_new,nobangjong_flag,long_stream_flag,exclude_reason,band,collected_at,final_include,final_cohort_group,peak_basis,gubiba_reference_peak,peak_ratio_to_gubiba,within_band
백희 Baekhee,naverchzzk,c980fa4fa9201bc47c89ac0ded3e0345,https://chzzk.naver.com/live/c980fa4fa9201bc47c89ac0ded3e0345,main_general_game,종합 게임,종합 게임,35.8,talk,33.9,마인크래프트,19.3,true,gg_primary,unknown,not_collected,1323.0,28,5.0,7735.0,334,27,21.5,13.0,10,13.2,6.0,5,112,112,13,False,True,True,False,False,0.0838,0.015,5.85,5.6,33,False,False,False,False,,21-30,2026-06-14T17:56:48.311Z,False,robustness_only,recent_median,23,0.435,False
캐슬유,naverchzzk,3a7ceba0ddfe34697943374899858891,https://chzzk.naver.com/live/3a7ceba0ddfe34697943374899858891,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,76.1,엘든 링,19.2,talk,2.1,true,multi_game,unknown,not_collected,1070.5,27,4.0,5054.0,250,14,12.0,8.0,10,13.4,4,6,108,108,13,False,False,False,False,False,0.108,0.016,4.72,6.75,13,False,False,False,False,,21-30,2026-06-14T17:58:28.532Z,False,robustness_only,recent_median,23,0.435,False
꿀유자,naverchzzk,6f689ad550a705bee880f6b91aa4dc8b,https://chzzk.naver.com/live/6f689ad550a705bee880f6b91aa4dc8b,main_general_game,고전 게임,고전 게임,29.8,종합 게임,22.7,이환,21.9,true,multi_game,unknown,not_collected,634.9,21,5.0,3686.0,362,30,19.6,10,10,24.8,5,6,129,129,13,False,True,True,False,True,0.058,0.0138,5.81,4.2,12,False,False,False,False,,21-30,2026-06-14T18:00:22.336Z,False,robustness_only,recent_median,23,0.435,False
채이 chaei,naverchzzk,81841392d80c54d99b2d278868072566,https://chzzk.naver.com/live/81841392d80c54d99b2d278868072566,main_general_game,종합 게임,종합 게임,53.9,이터널 리턴,45.4,이환,0.7,true,gg_primary,unknown,not_collected,699.5,14,5.0,3591.0,198,28,12.1,8.0,10,14.4,4.0,5,140,140,13,False,False,False,False,False,0.0707,0.0253,5.13,2.8,10,False,False,False,False,,10-15,2026-06-14T18:00:36.994Z,False,robustness_only,recent_median,23,0.435,False
냅도TV,naverchzzk,7c8aa13784111d145bf9199768fe24e5,https://chzzk.naver.com/live/7c8aa13784111d145bf9199768fe24e5,main_general_game,디지몬 슈퍼럼블,디지몬 슈퍼럼블,73.9,종합 게임,19.3,파피 플레이타임,6.9,true,multi_game,unknown,not_collected,490.5,19,6.0,3331.0,118,22,16.5,12.0,10,13.6,7.0,6,110,110,13,False,False,True,False,False,0.161,0.0508,6.79,3.17,6,False,False,False,False,,16-20,2026-06-14T18:01:31.593Z,False,robustness_only,recent_median,23,0.435,False
이샤 ISHA,naverchzzk,f2835756692f9e024f0a6db60bb6e869,https://chzzk.naver.com/live/f2835756692f9e024f0a6db60bb6e869,main_general_game,종합 게임,종합 게임,100,보더랜드 2,0,,0,true,gg_primary,unknown,not_collected,563.6,39,5.0,3089.0,46,14,12.8,9.0,10,12.8,4.0,4,66,66,13,False,False,False,False,False,0.8478,0.1087,5.48,7.8,13,False,False,False,False,,31-40,2026-06-14T18:02:31.357Z,False,robustness_only,recent_median,23,0.435,False
카페인ㅣCARfeine,naverchzzk,0226a7f4335be41453acae12e0446f42,https://chzzk.naver.com/live/0226a7f4335be41453acae12e0446f42,main_general_game,talk,talk,34.8,종합 게임,23.7,로스트아크,11.4,true,gg_secondary,unknown,not_collected,556.1,18,5.0,2972.0,318,24,17.0,9,10,11.4,5,5,119,119,13,False,False,False,False,False,0.0566,0.0157,5.34,3.6,70,False,False,False,True,,16-20,2026-06-14T18:02:49.617Z,False,robustness_only,recent_median,23,0.435,False
딕션 Diction,naverchzzk,6ed066a148aded6a24dcfdd3fc9b986e,https://chzzk.naver.com/live/6ed066a148aded6a24dcfdd3fc9b986e,main_general_game,서브노티카 2,서브노티카 2,51.5,성세천하: 여제의 탄생 Ⅱ,16.5,ELDEN RING 밤의 통치자,16.5,true,multi_game,unknown,not_collected,411.9,17,5.0,2309.0,159,26,16,11,10,12.0,4,6,121,121,13,False,False,True,False,False,0.1069,0.0314,5.61,3.4,52,False,False,False,True,,16-20,2026-06-14T18:06:30.297Z,False,robustness_only,recent_median,23,0.435,False
룽지얌,naverchzzk,d3cab2d2fa183991df8169a584656926,https://chzzk.naver.com/live/d3cab2d2fa183991df8169a584656926,main_general_game,오버워치,오버워치,54.3,talk,28.9,프래그마타,16.8,true,multi_game,unknown,not_collected,433.4,15,4.0,1863.0,354,18,17,11,10,14.0,6,5,81,81,13,False,False,True,False,False,0.0424,0.0113,4.3,3.75,41,False,False,False,False,,10-15,2026-06-14T18:12:01.302Z,False,robustness_only,recent_median,23,0.435,False
삼덕이,naverchzzk,dd85ba41de91fe4c970fd510d4ef1114,https://chzzk.naver.com/live/dd85ba41de91fe4c970fd510d4ef1114,main_general_game,서브노티카 2,서브노티카 2,30.1,007 퍼스트 라이트,20.4,종합 게임,15.3,true,multi_game,unknown,not_collected,518.0,20,3.0,1756.0,453,43,21.4,11,10,21.2,5,6,113,113,13,False,True,True,False,False,0.0442,0.0066,3.39,6.67,34,False,False,False,False,,16-20,2026-06-14T18:13:32.640Z,False,robustness_only,recent_median,23,0.435,False
월야화랑,naverchzzk,a7235afd44df05dd257784f8e4db2935,https://chzzk.naver.com/live/a7235afd44df05dd257784f8e4db2935,main_general_game,리그 오브 레전드,리그 오브 레전드,55.7,명조:워더링 웨이브,44.3,,0,true,multi_game,unknown,not_collected,228.0,18,7.0,1651.0,180,17,13.0,9,10,12.8,5,6,67,67,13,False,False,False,False,False,0.1,0.0389,7.24,2.57,15,False,False,False,False,,16-20,2026-06-14T18:14:47.988Z,False,robustness_only,recent_median,23,0.435,False
안찡,naverchzzk,fde2deb9f3be7f495d72f204d8b8f41a,https://chzzk.naver.com/live/fde2deb9f3be7f495d72f204d8b8f41a,main_general_game,로스트아크,로스트아크,39.6,GTFO,22,이스케이프 프롬 타르코프,12.4,true,multi_game,unknown,not_collected,266.7,12,5.0,1559.0,95,20,16.0,12.0,10,12.8,6.0,6,134,134,13,False,False,True,False,False,0.1263,0.0526,5.85,2.4,79,False,False,False,True,,10-15,2026-06-14T18:15:48.950Z,False,robustness_only,recent_median,23,0.435,False
햄루나,naverchzzk,d35108d902dd1e445962ed2b4ad889f7,https://chzzk.naver.com/live/d35108d902dd1e445962ed2b4ad889f7,main_general_game,리그 오브 레전드,리그 오브 레전드,33.3,코어 키퍼,25.6,발로란트,24.4,true,multi_game,unknown,not_collected,243.9,17,6.0,1495.0,2707,66,21.0,7.0,10,22.2,3.5,5,72,72,13,False,True,False,False,True,0.0063,0.0022,6.13,2.83,19,False,False,False,False,,16-20,2026-06-14T18:16:55.817Z,False,robustness_only,recent_median,23,0.435,False
게임못하는보니,naverchzzk,4db9e0f8f8639d08cebb0d1a10100dc0,https://chzzk.naver.com/live/4db9e0f8f8639d08cebb0d1a10100dc0,main_general_game,이스케이프 프롬 타르코프,이스케이프 프롬 타르코프,22.3,종합 게임,18.3,프래그마타,10.9,true,multi_game,unknown,not_collected,245.5,34,6.0,1481.0,833,57,40.0,17,10,14.6,6,5,137,137,13,False,True,True,False,False,0.0408,0.0072,6.03,5.67,82,False,False,True,True,,31-40,2026-06-14T18:17:11.486Z,False,robustness_only,recent_median,23,0.435,False
주밍JOOMING,naverchzzk,d3beda22fdad51418f43e93bfbbf11c5,https://chzzk.naver.com/live/d3beda22fdad51418f43e93bfbbf11c5,main_general_game,고전 게임,고전 게임,41.6,talk,28.2,포르자 호라이즌 6,16.1,true,multi_game,unknown,not_collected,334.0,16,4.0,1351.0,170,15,11.3,8.0,10,12.4,4.0,4,94,94,13,False,False,False,False,False,0.0941,0.0235,4.04,4.0,30,False,False,False,False,,16-20,2026-06-14T18:19:19.158Z,False,robustness_only,recent_median,23,0.435,False
아카리00,naverchzzk,0008cf3fdbb8ef0e838dee5deef1e8a9,https://chzzk.naver.com/live/0008cf3fdbb8ef0e838dee5deef1e8a9,main_general_game,이스케이프 프롬 타르코프,이스케이프 프롬 타르코프,46.4,종합 게임,20.6,talk,20.6,true,multi_game,unknown,not_collected,215.1,12,5.0,1226.0,227,18,16.0,10.0,10,15.6,5.0,6,96,96,13,False,False,True,False,False,0.0529,0.022,5.7,2.4,48,False,False,False,False,,10-15,2026-06-14T18:21:31.246Z,False,robustness_only,recent_median,23,0.435,False
잠꾸,naverchzzk,c937ce21630daa9ab833b310c48ecd88,https://chzzk.naver.com/live/c937ce21630daa9ab833b310c48ecd88,main_general_game,그림/아트,그림/아트,24.5,노 레스트 포 더 위키드,23.7,엠버 나이트,15.7,true,multi_game,unknown,not_collected,184.6,17,6.0,1203.0,542,16,13.0,10,10,13.4,6,7,145,145,13,False,False,True,False,False,0.0314,0.0111,6.52,2.83,10,False,False,False,False,,16-20,2026-06-14T18:21:58.736Z,False,robustness_only,recent_median,23,0.435,False
권루나,naverchzzk,4da26ea7afded8cc8b8e22e1d36aacf9,https://chzzk.naver.com/live/4da26ea7afded8cc8b8e22e1d36aacf9,main_general_game,프로젝트 좀보이드,프로젝트 좀보이드,34.5,마인크래프트,21.1,PUBG: 배틀그라운드,17.2,true,multi_game,unknown,not_collected,189.7,16,5.0,1071.0,912,19,16.0,11,10,14.6,6,6,131,131,13,False,False,True,False,False,0.0175,0.0055,5.65,3.2,19,False,False,False,False,,16-20,2026-06-14T18:25:29.482Z,False,robustness_only,recent_median,23,0.435,False
꽃설화,naverchzzk,6d97300ca733daf0796565d75b020e68,https://chzzk.naver.com/live/6d97300ca733daf0796565d75b020e68,main_general_game,스텔라 블레이드,스텔라 블레이드,41.3,디트로이트: 비컴 휴먼,21.3,디렉티브 8020,20.1,true,multi_game,unknown,not_collected,190.3,21,5.0,1000.0,601,21,15.5,9.0,10,14.4,5.0,5,76,76,13,False,False,False,False,False,0.0349,0.0083,5.25,4.2,19,False,False,False,False,,21-30,2026-06-14T18:28:20.544Z,False,robustness_only,recent_median,23,0.435,False
나는망구,naverchzzk,76c635a11ab1fab572c1849d9eb60ed8,https://chzzk.naver.com/live/76c635a11ab1fab572c1849d9eb60ed8,main_general_game,talk,talk,46.9,종합 게임,45.3,헬로 키티 아일랜드 어드벤처,4,true,gg_secondary,unknown,not_collected,128.6,16,7.0,974.0,401,25,22.5,14.0,10,20.0,7.0,7,130,130,13,False,True,True,False,False,0.0399,0.0175,7.57,2.29,102,False,False,True,True,,16-20,2026-06-14T18:29:35.300Z,False,robustness_only,recent_median,23,0.435,False
라벤 LAVEN,naverchzzk,14d322655de43fccfa0a3c77cf55b716,https://chzzk.naver.com/live/14d322655de43fccfa0a3c77cf55b716,main_general_game,리그 오브 레전드,리그 오브 레전드,60.7,아스가르드,36.2,데드 애즈 디스코,1.5,true,multi_game,unknown,not_collected,208.9,12,4.0,891.0,254,35,19,7,10,15.4,3,4,61,61,13,False,True,False,False,False,0.0472,0.0157,4.27,3.0,80,False,False,True,True,,10-15,2026-06-14T18:33:02.863Z,False,robustness_only,recent_median,23,0.435,False
에드님,naverchzzk,cacb02868bfc7317ea4ff473aa63b248,https://chzzk.naver.com/live/cacb02868bfc7317ea4ff473aa63b248,main_general_game,돈 스타브 투게더,돈 스타브 투게더,64.4,오버워치,15.8,전략적 팀 전투 : 우주의 신들,9.8,true,multi_game,unknown,not_collected,122.1,23,6.0,771.0,2129,21,16.0,12,10,12.8,8,6,127,127,13,False,False,True,False,False,0.0108,0.0028,6.31,3.83,14,False,False,False,False,,21-30,2026-06-14T18:39:46.325Z,False,robustness_only,recent_median,23,0.435,False
이디어DEER,naverchzzk,dafbecf1decca1e06f49916683c85e48,https://chzzk.naver.com/live/dafbecf1decca1e06f49916683c85e48,main_general_game,종합 게임,종합 게임,35.5,이터널 리턴,28,림버스 컴퍼니,21.4,true,gg_primary,unknown,not_collected,127.1,14,5.0,746.0,194,30,16.0,10.0,10,21.0,7.0,7,66,66,13,False,False,True,False,False,0.0722,0.0258,5.87,2.8,45,False,False,False,False,,10-15,2026-06-14T18:41:10.421Z,False,robustness_only,recent_median,23,0.435,False
에쏘 Esso,naverchzzk,f3cbfed23385ad00f7a6c7cb2c8a6f96,https://chzzk.naver.com/live/f3cbfed23385ad00f7a6c7cb2c8a6f96,main_general_game,마인크래프트,마인크래프트,53.3,PUBG: 배틀그라운드,44.1,종합 게임,1.6,true,multi_game,unknown,not_collected,143.9,17,5.0,725.0,645,22,14.0,10.0,10,13.0,5.0,5,140,140,13,False,False,True,False,False,0.0264,0.0078,5.04,3.4,24,False,False,False,False,,16-20,2026-06-14T18:43:01.520Z,False,robustness_only,recent_median,23,0.435,False
파단이,naverchzzk,f3d334f12f38661e0190c6a97ee166c4,https://chzzk.naver.com/live/f3d334f12f38661e0190c6a97ee166c4,main_general_game,젤다의 전설 브레스 오브 더 와일드,젤다의 전설 브레스 오브 더 와일드,34.2,젤다의 전설 티어스 오브 더 킹덤,29.9,모여봐요 동물의 숲,12.6,true,multi_game,unknown,not_collected,124.0,15,5.0,710.0,348,24,16.0,12,10,13.6,6,7,133,133,13,False,False,True,False,False,0.0431,0.0144,5.73,3.0,53,False,False,False,True,,10-15,2026-06-14T18:43:51.574Z,False,robustness_only,recent_median,23,0.435,False
일루전입니다,naverchzzk,1c9c8aebbba5f1bc0fdf5fa237a01130,https://chzzk.naver.com/live/1c9c8aebbba5f1bc0fdf5fa237a01130,main_general_game,마인크래프트,마인크래프트,47.1,종합 게임,20.4,리그 오브 레전드,9.4,true,multi_game,unknown,not_collected,81.2,25,8.0,704.0,441,25,20.0,12.0,10,15.4,8.0,7,122,122,13,False,True,True,False,False,0.0567,0.0181,8.67,3.12,24,False,False,False,False,,21-30,2026-06-14T18:44:30.235Z,False,robustness_only,recent_median,23,0.435,False
나구지,naverchzzk,2c2672208d143b0a26b653c75687bd01,https://chzzk.naver.com/live/2c2672208d143b0a26b653c75687bd01,main_general_game,종합 게임,종합 게임,83.4,talk,10,발로란트,6.6,true,gg_primary,unknown,not_collected,1351.1,18,5.0,7954.0,1258,19,15.2,9.0,9,11.4,6.0,6,138,138,13,False,False,False,False,False,0.0143,0.004,5.89,3.6,9,False,False,False,False,,16-20,2026-06-14T17:56:36.010Z,False,robustness_only,recent_median,23,0.391,False
잉요ing,naverchzzk,ee01af7ae3b8422f0edc49e92570f1a8,https://chzzk.naver.com/live/ee01af7ae3b8422f0edc49e92570f1a8,main_general_game,종합 게임,종합 게임,73.7,명조:워더링 웨이브,13.6,아주르 프로밀리아,12.6,true,gg_primary,unknown,not_collected,1087.3,22,5.0,6264.0,417,16,14.0,10.0,9,11.4,5.0,4,100,100,13,False,False,True,False,False,0.0528,0.012,5.76,4.4,40,False,False,False,False,,21-30,2026-06-14T17:57:24.338Z,False,robustness_only,recent_median,23,0.391,False
두뭉,naverchzzk,b6ee6b02fe1625ac750fcb0adc126bce,https://chzzk.naver.com/live/b6ee6b02fe1625ac750fcb0adc126bce,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,1080.8,13,4.0,4734.0,178,13,12.0,8.0,9,12.0,4.0,4,66,66,13,False,False,False,False,False,0.073,0.0225,4.38,3.25,35,False,False,False,False,,10-15,2026-06-14T17:58:53.266Z,False,robustness_only,recent_median,23,0.391,False
하렌 루베오스,naverchzzk,2844363f7dc66d5254679d4ef2fe4935,https://chzzk.naver.com/live/2844363f7dc66d5254679d4ef2fe4935,main_general_game,종합 게임,종합 게임,98.4,talk,1.6,,0,true,gg_primary,unknown,not_collected,719.8,16,4.0,3543.0,246,16,12.0,9.0,9,12.0,5.0,5,70,70,13,False,False,False,False,False,0.065,0.0163,4.92,4.0,18,False,False,False,False,,16-20,2026-06-14T18:00:41.658Z,False,robustness_only,recent_median,23,0.391,False
쟌스타,naverchzzk,104c9acbf30756945e1b387bd1c6f5b7,https://chzzk.naver.com/live/104c9acbf30756945e1b387bd1c6f5b7,main_general_game,그림/아트,그림/아트,31.3,종합 게임,22.5,PUBG: 배틀그라운드,12.8,true,gg_secondary,unknown,not_collected,445.5,15,6.0,2850.0,606,16,13.0,9.0,9,12.0,6.0,5,140,140,13,False,False,False,False,False,0.0248,0.0099,6.4,2.5,12,False,False,False,False,,10-15,2026-06-14T18:03:16.729Z,False,robustness_only,recent_median,23,0.391,False
아오모리 하츠나,naverchzzk,63d9a00e499979eb701c115cf7aa5e78,https://chzzk.naver.com/live/63d9a00e499979eb701c115cf7aa5e78,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,644.2,17,4.0,2669.0,46,18,17.0,11,9,14.4,5,5,44,43,13,False,False,True,False,False,0.3696,0.087,4.14,4.25,22,False,False,False,False,,16-20,2026-06-14T18:04:16.312Z,False,robustness_only,recent_median,23,0.391,False
냐뇨뇨냥,naverchzzk,a1d5bb21b285ecfa61782324e841ac7a,https://chzzk.naver.com/live/a1d5bb21b285ecfa61782324e841ac7a,main_general_game,talk,talk,40.2,종합 게임,38,마비노기 모바일,19.5,true,multi_game,unknown,not_collected,305.3,14,7.0,2247.0,270,15,14.0,11.0,9,10.4,6.0,6,130,130,13,False,False,True,False,False,0.0519,0.0259,7.36,2.0,38,False,False,False,False,,10-15,2026-06-14T18:06:51.033Z,False,robustness_only,recent_median,23,0.391,False
쥐냥,naverchzzk,4fe4afb376bb35114d50b3fd80b9fc5c,https://chzzk.naver.com/live/4fe4afb376bb35114d50b3fd80b9fc5c,main_general_game,더 킹 오브 파이터즈 '98,더 킹 오브 파이터즈 '98,48,종합 게임,38.5,히어로즈 오브 마이트 앤 매직: 올든 에라,9.5,true,multi_game,unknown,not_collected,606.5,17,3.0,2070.0,363,19,16.0,11.0,9,11.8,5.0,4,142,142,13,False,False,True,False,False,0.0468,0.0083,3.41,5.67,36,False,False,False,False,,16-20,2026-06-14T18:08:37.316Z,False,robustness_only,recent_median,23,0.391,False
그믐Gmeum,naverchzzk,c01198bfc9daccba47ed8aa489f8028e,https://chzzk.naver.com/live/c01198bfc9daccba47ed8aa489f8028e,main_general_game,이터널 리턴,이터널 리턴,42.4,제5인격,28.3,초자연 작전팀,8.8,true,multi_game,unknown,not_collected,136.8,42,14.0,1983.0,1071,69,35.0,15.0,9,12.0,8.0,5,132,132,13,False,True,True,False,False,0.0392,0.0131,14.5,3.0,54,False,False,False,True,,41-50,2026-06-14T18:09:37.950Z,False,robustness_only,recent_median,23,0.391,False
솔티플럼,naverchzzk,43da465576afdfb373c9cca32177b1bb,https://chzzk.naver.com/live/43da465576afdfb373c9cca32177b1bb,main_general_game,로스트아크,로스트아크,66.5,R.E.P.O.,32.4,PUBG: 배틀그라운드,1.1,true,multi_game,unknown,not_collected,192.1,25,9.0,1817.0,1115,19,16.0,10,9,17.8,6,4,133,133,13,False,False,True,False,False,0.0224,0.0081,9.46,2.78,7,False,False,False,False,,21-30,2026-06-14T18:12:36.957Z,False,robustness_only,recent_median,23,0.391,False
카신,naverchzzk,3f0719dbbbd72f61b425caf844af8e21,https://chzzk.naver.com/live/3f0719dbbbd72f61b425caf844af8e21,main_general_game,발로란트,발로란트,38,talk,33.3,종합 게임,27.1,true,multi_game,unknown,not_collected,326.4,13,4.0,1562.0,292,20,16.0,11.0,9,15.0,5.0,6,112,112,13,False,False,True,False,False,0.0445,0.0137,4.79,3.25,43,False,False,False,False,,10-15,2026-06-14T18:15:42.257Z,False,robustness_only,recent_median,23,0.391,False
리유 Re You,naverchzzk,befab03007ccf553b9328384e84c4d93,https://chzzk.naver.com/live/befab03007ccf553b9328384e84c4d93,main_general_game,리그 오브 레전드,리그 오브 레전드,52.4,서브노티카 2,16,종합 게임,14.3,true,multi_game,unknown,not_collected,282.1,17,5.0,1429.0,259,15,12.8,8.0,9,11.4,4.0,4,86,86,13,False,False,False,False,False,0.0656,0.0193,5.07,3.4,18,False,False,False,False,,16-20,2026-06-14T18:18:02.021Z,False,robustness_only,recent_median,23,0.391,False
새미냥,naverchzzk,f7e62a41cfff5b33e29245e52f8431b5,https://chzzk.naver.com/live/f7e62a41cfff5b33e29245e52f8431b5,main_general_game,종합 게임,종합 게임,36.2,블랙 소울즈 II,17.4,바이오하자드 RE:2,11,true,gg_primary,unknown,not_collected,247.5,15,5.0,1274.0,263,15,15.0,11.0,9,11.0,5.0,5,128,128,13,False,False,True,False,False,0.057,0.019,5.15,3.0,46,False,False,False,False,,10-15,2026-06-14T18:20:33.438Z,False,robustness_only,recent_median,23,0.391,False
사메모메,naverchzzk,4a4a4656fbf3ce821d1c4776371e2f64,https://chzzk.naver.com/live/4a4a4656fbf3ce821d1c4776371e2f64,main_general_game,오버워치,오버워치,33.5,발로란트,33.1,종합 게임,11.4,true,multi_game,unknown,not_collected,165.0,17,6.0,1067.0,306,42,36.2,17.0,9,12.6,10.0,5,60,60,13,False,True,True,False,False,0.0556,0.0196,6.47,2.83,24,False,False,False,False,,16-20,2026-06-14T18:25:35.353Z,False,robustness_only,recent_median,23,0.391,False
일 육,naverchzzk,88186e7c12fa7f594a521aad47f40151,https://chzzk.naver.com/live/88186e7c12fa7f594a521aad47f40151,main_general_game,다잉 라이트 2: 스테이 휴먼,다잉 라이트 2: 스테이 휴먼,74.1,명조:워더링 웨이브,25.9,,0,true,multi_game,unknown,not_collected,130.9,19,7.0,991.0,302,24,18.0,10.0,9,15.0,6.0,5,78,78,13,False,False,True,False,False,0.0629,0.0232,7.57,2.71,29,False,False,False,False,,16-20,2026-06-14T18:28:50.211Z,False,robustness_only,recent_median,23,0.391,False
원숭이 장관,naverchzzk,5237431a1ceaa65d67f0e8cf17acd467,https://chzzk.naver.com/live/5237431a1ceaa65d67f0e8cf17acd467,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,58.6,종합 게임,41.4,,0,true,multi_game,unknown,not_collected,79.6,34,12.0,988.0,55,37,34.0,10,9,11.2,6.0,6,59,59,13,False,True,True,False,False,0.6182,0.2182,12.41,2.83,54,False,False,False,True,,31-40,2026-06-14T18:28:56.044Z,False,robustness_only,recent_median,23,0.391,False
리리마,naverchzzk,d776d00744d8df249e0577beb807cac7,https://chzzk.naver.com/live/d776d00744d8df249e0577beb807cac7,main_general_game,발로란트,발로란트,52.1,종합 게임,37.8,talk,8.5,true,multi_game,unknown,not_collected,213.6,14,4.0,881.0,1005,16,12.0,8.0,9,12.2,4.0,5,126,126,13,False,False,False,False,False,0.0139,0.004,4.12,3.5,4,False,False,False,False,,10-15,2026-06-14T18:33:47.240Z,False,robustness_only,recent_median,23,0.391,False
데벨,naverchzzk,05fddca96166df9877876c3efcd52a55,https://chzzk.naver.com/live/05fddca96166df9877876c3efcd52a55,main_general_game,메이플스토리 월드,메이플스토리 월드,63.6,PUBG: 배틀그라운드,20,talk,8.3,true,multi_game,unknown,not_collected,169.1,13,4.0,801.0,480,58,35.3,11.0,9,10.8,5.0,5,120,120,13,False,True,True,False,False,0.0271,0.0083,4.74,3.25,71,False,False,False,True,,10-15,2026-06-14T18:38:07.090Z,False,robustness_only,recent_median,23,0.391,False
릴리나봉,naverchzzk,ae9c183d7ff7ce6b4890cd0beb4cc192,https://chzzk.naver.com/live/ae9c183d7ff7ce6b4890cd0beb4cc192,main_general_game,발로란트,발로란트,26,talk,25.2,서브노티카,18.9,true,multi_game,unknown,not_collected,182.9,13,4.0,738.0,1255,13,12.0,7.0,9,12.4,4.0,4,94,94,13,False,False,False,False,False,0.0104,0.0032,4.03,3.25,14,False,False,False,False,,10-15,2026-06-14T18:42:04.813Z,False,robustness_only,recent_median,23,0.391,False
정덱,naverchzzk,2089da37c6dabece496e397079a49488,https://chzzk.naver.com/live/2089da37c6dabece496e397079a49488,main_general_game,마인크래프트,마인크래프트,33.4,종합 게임,22.1,프로젝트 좀보이드,15.9,true,multi_game,unknown,not_collected,141.7,10,4.0,705.0,147,25,14.1,8.0,9,12.4,4,5,100,100,13,False,False,False,False,False,0.068,0.0272,4.98,2.5,16,False,False,False,False,,10-15,2026-06-14T18:44:24.111Z,False,robustness_only,recent_median,23,0.391,False
정꽁치,naverchzzk,deb124f491c6debfbf06bcc01deef6ef,https://chzzk.naver.com/live/deb124f491c6debfbf06bcc01deef6ef,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,1831.3,18,7.0,13564.0,243,21,12.0,9,8,9.0,6,5,129,129,13,False,False,False,False,False,0.0741,0.0288,7.41,2.57,7,False,False,False,False,,16-20,2026-06-14T17:55:36.896Z,False,robustness_only,recent_median,23,0.348,False
법아재,naverchzzk,b9da7500aeb83523a78df6ccf8ecea53,https://chzzk.naver.com/live/b9da7500aeb83523a78df6ccf8ecea53,main_general_game,종합 게임,종합 게임,41.2,리그 오브 레전드,9,마인크래프트,8.2,true,gg_primary,unknown,not_collected,1535.0,21,4.0,7237.0,372,16,12.0,8,8,12.2,4,4,137,137,13,False,False,False,False,False,0.0565,0.0108,4.71,5.25,8,False,False,False,False,,21-30,2026-06-14T17:56:56.483Z,False,robustness_only,recent_median,23,0.348,False
공콜리,naverchzzk,6e1f142e5c47e2f33732ca90b73dc4c4,https://chzzk.naver.com/live/6e1f142e5c47e2f33732ca90b73dc4c4,main_general_game,데드 바이 데이라이트,데드 바이 데이라이트,44,스타크래프트 : 리마스터,30.4,오버워치,15.2,true,multi_game,unknown,not_collected,1190.4,17,3.0,4062.0,145,17,15.0,7,8,12.4,3,4,127,127,13,False,False,False,False,False,0.1172,0.0207,3.41,5.67,83,False,False,True,True,,16-20,2026-06-14T18:00:00.559Z,False,robustness_only,recent_median,23,0.348,False
모목,naverchzzk,f2c74e59d7b72c1610bcbcfdeeb0cf34,https://chzzk.naver.com/live/f2c74e59d7b72c1610bcbcfdeeb0cf34,main_general_game,종합 게임,종합 게임,60.9,성세천하: 여제의 탄생,11.2,모험가 엘리엇의 천 년 이야기,6.8,true,gg_primary,unknown,not_collected,595.6,21,5.0,3096.0,316,46,23,9,8,11.0,4,4,101,101,13,False,True,False,False,False,0.0665,0.0158,5.2,4.2,47,False,False,False,False,,21-30,2026-06-14T18:02:26.773Z,False,robustness_only,recent_median,23,0.348,False
띵진이,naverchzzk,4b1de0a13ad02355c2813c1386ffa646,https://chzzk.naver.com/live/4b1de0a13ad02355c2813c1386ffa646,main_general_game,종합 게임,종합 게임,42.1,talk,37,음악/노래,12.7,true,gg_primary,unknown,not_collected,413.8,25,5.0,2385.0,186,25,22.3,10.0,8,14.6,6.0,3,74,74,13,False,True,True,False,False,0.1344,0.0269,5.76,5.0,28,False,False,False,False,,21-30,2026-06-14T18:05:46.341Z,False,robustness_only,recent_median,23,0.348,False
카토kato,naverchzzk,d54a236580af9d3d1dca84e7cb0d7a66,https://chzzk.naver.com/live/d54a236580af9d3d1dca84e7cb0d7a66,main_general_game,종합 게임,종합 게임,97.9,몬스터 헌터 와일즈,1.1,talk,0.9,true,gg_primary,unknown,not_collected,378.3,13,6.0,2308.0,68,16,13.0,10.0,8,9.0,6.0,5,116,116,13,False,False,True,False,False,0.1912,0.0882,6.1,2.17,14,False,False,False,False,,10-15,2026-06-14T18:06:37.818Z,False,robustness_only,recent_median,23,0.348,False
